"hep-ph/0401131","Lech Szymanowski dr","D.Y. Ivanov, A. Schaefer, L. Szymanowski, G. Krasnikov","Exclusive photoproduction of a heavy vector meson in QCD","37 pages, LATEX, 17 figures, the version corrected according to the
  erratum Eur.Phys.J. C75 (2015) 2, 75 and eqs. (2.21), (3.96), (3.97)","Eur. Phys. J. C34 (2004) 297-316","10.1140/epjc/s2004-01712-x",,"hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The process of exclusive heavy vector meson photoproduction, gamma p -> V p,
is studied in the framework of QCD factorization. The mass of the produced
meson, V = Upsilon or J/Psi, provides a hard scale for the process. We
demonstrate, that in the heavy quark limit and at the one-loop order in
perturbation theory, the amplitude factorizes in a convolution of a
perturbatively calculable hard-scattering amplitude with the generalized parton
densities and the nonrelativistic QCD matrix element <O_1>_V. We evaluate the
hard scattering amplitude at one-loop order and compare the data with
theoretical predictions using an available model for generalized parton
distributions.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 11:33:57 GMT""},{""version"":""v2"",""created"":""Sat, 9 May 2015 14:35:53 GMT""},{""version"":""v3"",""created"":""Fri, 26 Jun 2015 13:38:45 GMT""}]","2015-06-29"
"hep-th/0401118","Luis Borbonet","L.Alejandro Correa-Borbonet","Holography and the Shannon's First Theorem","9 pages","Int.J.Quant.Inf. 3 (2005) 129-134",,,"hep-th quant-ph",,"  A possible link between Holography and Information Theory is presented. Using
the relation between the Shannon and Boltzmann formulas Holography can be seen
as the best encoding scheme.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 03:20:10 GMT""}]","2007-05-23"
"hep-th/0401120","Takehiro Azuma","Takehiro Azuma","Matrix models and the gravitational interaction","96 pages, 38 figures, Dissertation submitted to Kyoto University in
  candidacy for the degree of Doctor of Philosophy",,,"KUNS-1893","hep-th",,"  The large-N reduced models have been proposed as the nonperturbative
formulation of the superstring theory. One of the most promising candidates is
the IIB matrix model. While there have been a lot of interesting discoveries of
the IIB matrix model in relation to the gravity, we have a lot of problems to
surmount, if a large-N reduced model is to be an eligible framework to unify
the gravitational interaction. Firstly, it is still an enigma how we can
realize the local Lorentz invariant matrix model. In addition, we need to
understand how we can describe the curved spacetime more manifestly, in terms
of a large-N reduced model.
  This thesis discusses several attempts to address these issues concerning the
gravitational interaction. This thesis is based on the following author's works
hep-th/0102168, hep-th/0204078, hep-th/0209057 and hep-th/0401038.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 03:47:50 GMT""}]","2007-05-23"
"math/0401215","Kevin Ford","Kevin Ford","On Bombieri's asymptotic sieve","13 pages. To appear in Trans. Amer. Math. Soc.
  http://www.math.uiuc.edu/~ford/","Trans. Amer. Math. Soc. 357 (2005), 1663-1674.",,,"math.NT",,"  If a sequence $(a_n)$ of non-negative real numbers has ``best possible''
distribution in arithmetic progressions, Bombieri showed that one can deduce an
asymptotic formula for the sum $\sum_{n\le x} a_n \Lambda_k(n)$ for $k\ge 2$.
By constructing appropriate sequences, we show that any weakening of the
well-distribution property is not sufficient to deduce the same conclusion.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 02:41:17 GMT""}]","2007-05-23"
"math/0401216","David Callan","David Callan","A combinatorial proof of Sun's ""curious"" identity","Latex, 7 pages",,,,"math.CO",,"  A binomial coefficient identity due to Zhi-Wei Sun is the subject of half a
dozen recent papers that prove it by various analytic techniques and establish
a generalization. Here we give a simple proof that uses weight-reversing
involutions on suitable configurations involving dominos and colorings. With
somewhat more work, the method extends to the generalization also.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 04:28:50 GMT""}]","2007-05-23"
"math/0401217","Toufik Mansour Dr.","Eric Egge and Toufik Mansour","Involutions Restricted by 3412, Continued Fractions, and Chebyshev
  Polynomials","30 pages",,,,"math.CO",,"  We study generating functions for the number of involutions, even
involutions, and odd involutions in $S_n$ subject to two restrictions. One
restriction is that the involution avoid 3412 or contain 3412 exactly once. The
other restriction is that the involution avoid another pattern $\tau$ or
contain $\tau$ exactly once. In many cases we express these generating
functions in terms of Chebyshev polynomials of the second kind.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 07:00:06 GMT""}]","2007-05-23"
"math/0401218","Toufik Mansour Dr.","Toufik Mansour","Counting occurrences of 3412 in an involution","12 pages, 4 figures",,,,"math.CO",,"  We study the generating function for the number of involutions on $n$ letters
containing exactly $r\gs0$ occurrences of 3412. It is shown that finding this
function for a given $r$ amounts to a routine check of all involutions on
$2r+1$ letters.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 07:19:54 GMT""}]","2007-05-23"
"math/0401220","Christopher J. Hillar","Christopher J. Hillar","Cyclic Resultants","16 pages, Journal of Symbolic Computation, print version with errata
  incorporated",,,,"math.AC math.RA",,"  We characterize polynomials having the same set of nonzero cyclic resultants.
Generically, for a polynomial $f$ of degree $d$, there are exactly $2^{d-1}$
distinct degree $d$ polynomials with the same set of cyclic resultants as $f$.
However, in the generic monic case, degree $d$ polynomials are uniquely
determined by their cyclic resultants. Moreover, two reciprocal
(``palindromic'') polynomials giving rise to the same set of nonzero cyclic
resultants are equal. In the process, we also prove a unique factorization
result in semigroup algebras involving products of binomials. Finally, we
discuss how our results yield algorithms for explicit reconstruction of
polynomials from their cyclic resultants.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 10:43:52 GMT""},{""version"":""v2"",""created"":""Wed, 23 Feb 2005 23:41:59 GMT""},{""version"":""v3"",""created"":""Thu, 28 Apr 2005 13:24:21 GMT""}]","2007-05-23"
"math/0401221","Marco Gualtieri","Marco Gualtieri","Generalized complex geometry","Oxford University DPhil thesis, 107 pages",,,,"math.DG",,"  Generalized complex geometry, as developed by Hitchin, contains complex and
symplectic geometry as its extremal special cases. In this thesis, we explore
novel phenomena exhibited by this geometry, such as the natural action of a
B-field. We provide new examples, including some on manifolds admitting no
known complex or symplectic structure. We prove a generalized Darboux theorem
which yields a local normal form for the geometry. We show that there is an
elliptic deformation theory and establish the existence of a Kuranishi moduli
space.
  We then define the concept of a generalized Kahler manifold. We prove that
generalized Kahler geometry is equivalent to a bi-Hermitian geometry with
torsion first discovered by physicists. We then use this result to solve an
outstanding problem in 4-dimensional bi-Hermitian geometry: we prove that there
exists a Riemannian metric on the complex projective plane which admits exactly
two distinct Hermitian complex structures with equal orientation.
  Finally, we introduce the concept of generalized complex submanifold, and
show that such sub-objects correspond to D-branes in the topological A- and
B-models of string theory.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 12:52:41 GMT""}]","2007-05-23"
"math/0401222","Kari Vilonen","I. Mirkovic and K. Vilonen","Geometric Langlands duality and representations of algebraic groups over
  commutative rings","This version contains a new Appendix B. In the original version there
  appears to be a gap in section 12. To fix the gap we explain in Appendix B
  how to read through section 12 without having to pose condition (12.11c)",,,,"math.RT math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we give a geometric version of the Satake isomorphism. Given a
connected complex reductive algebraic group, we show that the category of
representations of its Langlands dual is naturally equivalent to a certain
category of perverse sheaves on the complex affine Grassmannian. We can work
with perverse sheaves with coefficients in an arbitrary commutative ring and
then we recover the representation theory of the split form of the dual group
over the commutative ring.
","[{""version"":""v1"",""created"":""Sun, 18 Jan 2004 14:02:49 GMT""},{""version"":""v2"",""created"":""Fri, 12 Mar 2004 00:56:12 GMT""},{""version"":""v3"",""created"":""Tue, 30 May 2006 23:24:10 GMT""},{""version"":""v4"",""created"":""Thu, 15 Jun 2006 16:15:22 GMT""},{""version"":""v5"",""created"":""Tue, 13 Feb 2018 03:57:24 GMT""}]","2018-02-14"
"physics/0401082","Alberto Maurizi","G. Pagnini and A. Maurizi","On the Well-Mixed Quasi-One-Dimensional Formulation of Lagrangian
  Stochastic Models for Turbulent Relative Dispersion","This paper has been withdrawn",,,,"physics.ao-ph physics.flu-dyn",,"  This paper has been withdrawn by the author due to a crucial error in the
formulation.
","[{""version"":""v1"",""created"":""Sat, 17 Jan 2004 16:46:21 GMT""},{""version"":""v2"",""created"":""Mon, 26 Jan 2004 10:52:44 GMT""},{""version"":""v3"",""created"":""Sat, 17 Jul 2004 17:16:12 GMT""}]","2007-05-23"
