"astro-ph/0406436","David Barrado y Navascues","David Barrado y Navascues (1) John R. Stauffer (2) Ray Jayawardhana
  (3) ((1) Laboratorio de Astrofisica Espacial y Fisica Fundamental,
  LAEFF-INTA, Spain (2) IPAC, California Institute of Technology, USA (3)
  Department of Astronomy, University of Michigan, USA)","Spectroscopy of Very Low Mass Stars and Brown Dwarfs in IC2391: Lithium
  depletion and Halpha emission","Astrophysical Journal, accepted June 18, 2004","2004ApJ...614..386B","10.1086/423485",,"astro-ph",,"  We have obtained intermediate-resolution optical spectroscopy of 44 candidate
very low mass members of the nearby young open cluster IC2391. Of these, 26
spectra are totally new, 14 were already analyzed in a previous paper and
another four are in common.
  These spectra, taken at the Cerro Tololo 4-meter and Magellan I and II
telescopes, allow us to confirm 33 of them as likely cluster members, based on
their spectral types, presence of Li, and Halpha emission. Among these new
cluster members is CTIO-160 (M7), the first IC2391 candidate to satisfy all
criteria for being a substellar member of the cluster, including detection of
the Li 6708A doublet. With the enlarged membership, we are able to locate the
lithium depletion boundary of the cluster more reliably than in the past. Based
on comparison to several theoretical models, we derive an age of 50+-5 Myr for
IC2391. We also estimate new ages for the Alpha Per and Pleiades clusters; our
ages are 85+-10 Myr and 130+-20 Myr, respectively. We derive an estimate of the
initial mass function of IC2391 that extends to below the substellar limit, and
compare it to those of other well-studied young open clusters. The index of the
power law mass function for IC2391 is alpha=0.96+-0.12, valid in the range 0.5
to 0.072 M(sun).
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 15:33:34 GMT""}]","2016-07-01"
"cond-mat/0406422","C. B. Holmes","C B Holmes, M E Cates, M Fuchs and P Sollich","Glass transitions and shear thickening suspension rheology","33 pages; 19 figures",,"10.1122/1.1814114",,"cond-mat.soft",,"  We introduce a class of simple models for shear thickening and/ or `jamming'
in colloidal suspensions. These are based on schematic mode coupling theory
(MCT) of the glass transition, having a memory term that depends on a density
variable, and on both the shear stress and the shear rate. (Tensorial aspects
of the rheology, such as normal stresses, are ignored for simplicity.) We
calculate steady-state flow curves and correlation functions. Depending on
model parameters, we find a range of rheological behaviours, including
`S-shaped' flow curves, indicating discontinuous shear thickening, and
stress-induced transitions from a fluid to a nonergodic (jammed) state, showing
zero flow rate in an interval of applied stress. The shear thickening and
jamming scenarios that we explore appear broadly consistent with experiments on
dense colloids close to the glass transition, despite the fact that we ignore
hydrodynamic interactions. In particular, the jamming transition we propose is
conceptually quite different from various hydrodynamic mechanisms of shear
thickening in the literature, although the latter might remain pertinent at
lower colloid densities. Our jammed state is a stress-induced glass, but its
nonergodicity transitions have an analytical structure distinct from that of
the conventional MCT glass transition.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 17:51:55 GMT""}]","2015-06-24"
"cond-mat/0406427","Arijit Sen","A. Sen, S. L. Chaplot and R. Mittal","Vibrational and thermodynamic properties of high-pressure phases in
  LiYF_4","submitted to Phys. Rev. B",,,,"cond-mat.mtrl-sci",,"  Possible variations in the dynamical behaviour of LiYF$_{4}$ due to its
structural changes following several pressure-induced phase transitions are
examined by making use of the complementary techniques of quasi-harmonic
lattice dynamics and molecular dynamics simulation. The phonon spectra in the
entire Brillouin zone and the respective Gibbs free energies are calculated for
the three high-pressure polymorphs of LiYF$_{4}$ that are stable at T = 0, with
an aim to understand their relative stabilities as functions of pressure and
temperature in terms of volume compression and vibrational entropy. Molecular
dynamics simulations provide qualitative impressions about a temperature-driven
second-order transformation and also of kinetic effects in the subsequent
pressure-driven first-order phase transition. In addition, the calculations
predict anomalous thermal expansion at low temperature in phases I and IIa
while irreversibilty of phase II $\to$ phase III transition on subsequent
pressure release.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 07:20:54 GMT""}]","2007-05-23"
"cond-mat/0406434","Mykola Biletskiy M.","N.N. Beletskii, G.P. Berman, and S.A. Borysenko","Controlling the Spin Polarization of the Electron Current in a
  Semimagnetic Resonant-Tunneling Diode",,,"10.1103/PhysRevB.71.125325",,"cond-mat.other",,"  The spin filtering effect of the electron current in a double-barrier
resonant-tunneling diode (RTD) consisting of ZnMnSe semimagnetic layers has
been studied theoretically. The influence of the distribution of the magnesium
ions on the coefficient of the spin polarization of the electron current has
been investigated. The dependence of the spin filtering degree of the electron
current on the external magnetic field and the bias voltage has been obtained.
The effect of the total spin polarization of the electron current has been
predicted. This effect is characterized by total suppression of the spin-up
component of electron current, that takes place when the Fermi level coincides
with the lowest Landau level for spin-up electrons in the RTD semimagnetic
emitter.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 16:47:30 GMT""}]","2009-11-10"
"cond-mat/0406435","S. L. Bud'ko","S.L. Bud'ko, E. Morosan, P.C. Canfield","Anisotropic Hall Effect in Single Crystal Heavy Fermion YbAgGe","revised version",,"10.1103/PhysRevB.71.054408",,"cond-mat.str-el",,"  Temperature- and field-dependent Hall effect measurements are reported for
YbAgGe, a heavy fermion compound exhibiting a field-induced quantum phase
transition, and for two other closely related members of the RAgGe series: a
non-magnetic analogue, LuAgGe and a representative, ''good local moment'',
magnetic material, TmAgGe. Whereas the temperature dependent Hall coefficient
of YbAgGe shows behavior similar to what has been observed in a number of heavy
fermion compounds, the low temperature, field-dependent measurements reveal
well defined, sudden changes with applied field; in specific for $H \perp c$ a
clear local maximum that sharpens as temperature is reduced below 2 K and that
approaches a value of 45 kOe - a value that has been proposed as the $T = 0$
quantum critical point. Similar behavior was observed for $H \| c$ where a
clear minimum in the field-dependent Hall resistivity was observed at low
temperatures. Although at our base temperatures it is difficult to distinguish
between the field-dependent behavior predicted for (i) diffraction off a
critical spin density wave or (ii) breakdown in the composite nature of the
heavy electron, for both field directions there is a distinct temperature
dependence of a feature that can clearly be associated with a field-induced
quantum critical point at $T = 0$ persisting up to at least 2 K.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 16:48:29 GMT""},{""version"":""v2"",""created"":""Thu, 12 Aug 2004 23:12:55 GMT""},{""version"":""v3"",""created"":""Sun, 23 Jan 2005 18:15:17 GMT""}]","2009-11-10"
"cond-mat/0406436","Ping Zhang","Ping Zhang and Qian Niu","Charge-Hall effect driven by spin force: reciprocal of the spin-Hall
  effect","4 pages, 1 figure",,,,"cond-mat.mes-hall cond-mat.mtrl-sci",,"  A new kind of charge-Hall effect is shown. Unlike in the usual Hall effect,
the driving force in the longitudinal direction is a spin force, which may
originate from the gradient of a Zeeman field or a spin-dependent chemical
potential. The transverse force is provided by a Berry curvature in a mixed
position-momentum space. We can establish an Onsager relation between this
effect and the spin-Hall effect provided the spin current in the latter is
modified by a torque dipole contribution. This remarkable relation leads to new
ways for experimental detection of spin accumulation predicted by the spin Hall
effect.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 17:56:13 GMT""}]","2007-05-23"
"cond-mat/0406437","Cristina Bena","Cristina Bena and Leon Balents","Spin pumping and magnetization dynamics in ferromagnet-Luttinger liquid
  junctions","7 pages, 3 figures, RevTex 4",,"10.1103/PhysRevB.70.245318",,"cond-mat.str-el",,"  We study spin transport between a ferromagnet with time-dependent
magnetization and a conducting carbon nanotube or quantum wire, modeled as a
Luttinger liquid. The precession of the magnetization vector of the ferromagnet
due for instance to an outside applied magnetic field causes spin pumping into
an adjacent conductor. Conversely, the spin injection causes increased
magnetization damping in the ferromagnet. We find that, if the conductor
adjacent to the ferromagnet is a Luttinger liquid, spin pumping/damping is
suppressed by interactions, and the suppression has clear Luttinger liquid
power law temperature dependence. We apply our result to a few particular
setups. First we study the effective Landau-Lifshitz-Gilbert (LLG) coupled
equations for the magnetization vectors of the two ferromagnets in a FM-LL-FM
junction. Also, we compute the Gilbert damping for a FM-LL and a FM-LL-metal
junction.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 16:52:53 GMT""}]","2009-11-10"
"cond-mat/0406438","Byron W. Southern","S. Bekhechi and B.W. Southern","Chiral mixed phase in disordered 3d Heisenberg models","5 pages, 4 figures, accepted in PRB Rapid Communications",,"10.1103/PhysRevB.70.020405",,"cond-mat.stat-mech cond-mat.dis-nn",,"  Using Monte Carlo simulations, we compute the spin stiffness of a site-random
3d Heisenberg model with competing ferromagnetic and antiferromagnetic
interactions. Our results for the pure limit yield values of the the critical
temperature and the critical exponent $\nu$ in excellent agreement with
previous high precision studies. In the disordered case, a mixed ""chiral"" phase
is found which may be in the same universality class as 3d Heisenberg spin
glasses.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 17:50:22 GMT""}]","2009-11-10"
"cond-mat/0406439","Joe Hooper","Zhiqiang Mao (1), Meng Zhou (1), Joe Hooper (1), Vladimir Golub (2),
  Charles J. O'Connor (2) ((1)Tulane University, New Orleans, USA,
  (2)University of New Orleans, USA)","Electronic phase separation in the itinerant metamagnetic transition of
  Sr$_4$Ru$_3$O$_{10}$",,,,,"cond-mat.str-el",,"  Triple-layered ruthenate Sr$_4$Ru$_3$O$_{10}$ shows a first-order itinerant
metamagnetic transition for in-plane magnetic fields. Our experiments revealed
rather surprising behavior in the low-temperature transport properties near
this transition. The in-plane magnetoresistivity $\rho$$_{ab}$(H) exhibits
ultrasharp steps as the magnetic field sweeps down through the transition.
Temperature sweeps of $\rho$$_{ab}$ for fields within the transition regime
show non-metallic behavior in the up-sweep cycle of magnetic field, but show a
significant drop in the down-sweep cycle. These observations indicate that the
transition occurs via a new electronic phase separation process; a lowly
polarized state is mixed with a ferromagnetic state within the transition
regime.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 17:36:31 GMT""},{""version"":""v2"",""created"":""Mon, 2 May 2005 19:57:56 GMT""},{""version"":""v3"",""created"":""Mon, 2 May 2005 20:01:35 GMT""}]","2007-05-23"
"cond-mat/0406441","Xiao-Gang Wen","Xiao-Gang Wen","An Introduction to Quantum Order, String-net Condensation, and Emergence
  of Light and Fermions","16 pages. Homepage http://dao.mit.edu/~wen","Ann. Phys., 316, 1 (2005)","10.1016/j.aop.2004.07.001",,"cond-mat.str-el cond-mat.mes-hall",,"  We review some recent work on new states of matter. Those states cannot be
described symmetry breaking and hence contain a new kind of order -- quantum
order. Some quantum orders are shown to be closely related to string-net
condensations. Those quantum orders lead to an emergence of gauge bosons and
fermions from pure bosonic models.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 21:02:12 GMT""}]","2009-11-10"
"cond-mat/0406442","Joe Hooper","Joe Hooper (1), Zhiqiang Mao (1), Robin Perry (2), Yoshiteru Maeno (2)
  ((1) Tulane University, New Orleans, USA, (2) Kyoto University, Japan)","Unusual Oscillation in Tunneling Magnetoresistance near a Quantum
  Critical Point in Sr$_3$Ru$_2$O$_7$","To appear in Physical Review Letters",,"10.1103/PhysRevLett.92.257206",,"cond-mat.str-el",,"  We performed single electron tunneling measurements on bilayer ruthenate
Sr$_3$Ru$_2$O$_7$. We observe an unusual oscillation in tunneling
magnetoresistance near the metamagnetic quantum phase transition at
temperatures below 7 K. The characteristic features of this oscillation suggest
that it is unrelated to traditional quantum oscillations caused by orbit
quantization. In addition, tunneling spectra are found to change sharply in the
low bias voltage range of $V$ $<$ 2mV near the transition field. These
observations reveal that the Fermi surface of Sr$_3$Ru$_2$O$_7$ changes in a
surprising way as the system undergoes strong critical fluctuations.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 21:19:27 GMT""}]","2009-11-10"
"cond-mat/0406443","Serkan Erdin","Serkan Erdin","Magnetic Superconducting Heterostructures",,"invited review chapter in Frontiers in Superconducting Materials,
  ed. by A. Narlikar, Springer Verlag, New York, 425-458 (2005)",,,"cond-mat.supr-con cond-mat.mtrl-sci",,"  Heterogeneous magnetic superconducting systems (HMSS) represent a new class
of nanostructures. They are made of ferromagnetic (FM) and superconducting (SC)
pieces separated by thin layers of insulating oxides. In contrast to the case
of a homogeneous ferromagnetic superconductor studied during the last two
decades, the two order parameters, the magnetization and the SC electron
density do not suppress each other. In HMSS, the interaction between the two
order parameters is due to the magnetic field created by the magnetic and SC
textures. Strong interaction of the FM and SC systems not only gives rise to a
new class of novel phenomena and physical effects, but also shows the important
technological promise of devices whose transport properties can be easily tuned
by comparatively weak magnetic fields.
","[{""version"":""v1"",""created"":""Fri, 18 Jun 2004 23:32:08 GMT""}]","2007-05-23"
"cond-mat/0406444","Yongqing Li","Yongqing Li, Cong Ren, Peng Xiong, Stephan von Molnar, Yuzo Ohno, and
  Hideo Ohno","Modulation of Noise in Submicron GaAs/AlGaAs Hall Devices by Gating","5 pages, 4 figs","Phys. Rev. Lett. 93, 246602 (2004)","10.1103/PhysRevLett.93.246602",,"cond-mat.mes-hall",,"  We present a systematic characterization of fluctuations in submicron Hall
devices based on GaAs/AlGaAs two-dimensional electron gas heterostructures at
temperatures between 1.5 K to 60 K. A large variety of noise spectra, from 1/f
to Lorentzian, are obtained by gating the Hall devices. The noise level can be
reduced by up to several orders of magnitude with a moderate gate voltage of
0.2 V, whereas the carrier density increases less than 60% in the same range.
The significant dependence of the Hall noise spectra on temperature and gate
voltage is explained in terms of the switching processes related to impurities
in n-AlGaAs.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 02:54:42 GMT""},{""version"":""v2"",""created"":""Mon, 21 Jun 2004 21:07:02 GMT""}]","2007-05-23"
"cond-mat/0406445","Mun Dae Kim","Mun Dae Kim, Jongbae Hong","Current-phase relation of the SNS junction in a superconducting loop","7 pages, 3 figures, version to appear in Europhys. Lett","Europhysics Letters 73, 90 (2006)","10.1209/epl/i2005-10347-0",,"cond-mat.supr-con cond-mat.mes-hall",,"  We study the current-phase relation of the
superconductor/normal/superconductor (SNS) junction imbedded in a
superconducting loop. Considering the current conservation and free energy
minimum conditions, we obtain the persistent currents of the
normal/superconductor (NS) loop. At finite temperature we can explain the
experimentally observed highly non-sinusoidal currents which have maxima near
the zero external flux.
","[{""version"":""v1"",""created"":""Sat, 19 Jun 2004 03:20:14 GMT""},{""version"":""v2"",""created"":""Wed, 29 Dec 2004 08:30:31 GMT""},{""version"":""v3"",""created"":""Fri, 7 Oct 2005 09:36:22 GMT""},{""version"":""v4"",""created"":""Thu, 3 Nov 2005 03:23:31 GMT""}]","2009-11-10"
